From,To,Year,Weight
6906,6853,2008,1
6910,6852,2008,1
6922,6923,2008,1
6930,6800,2008,1
6930,12059,2008,1
6930,6806,2008,1
11028,6924,2008,1
6933,12531,2008,1
6933,11842,2008,1
6933,11603,2008,1
6933,6852,2008,1
6933,6934,2008,1
6933,7078,2008,1
6933,7255,2008,1
6933,8168,2008,1
6933,6823,2008,1
6933,11836,2008,1
6933,6933,2008,1
6935,6794,2008,1
6940,6852,2008,1
6940,6853,2008,1
11397,11396,2008,1
6945,8191,2008,1
6947,7162,2008,1
6949,7137,2008,1
11048,11049,2008,1
6956,6956,2008,1
6956,6924,2008,1
11053,11054,2008,1
6962,12760,2008,1
6962,7090,2008,1
6962,8526,2008,1
6962,7143,2008,1
6964,6929,2008,1
6968,8600,2008,1
6970,12117,2008,1
11067,8567,2008,1
6972,6933,2008,1
6977,6896,2008,1
6981,6982,2008,1
6985,12134,2008,1
6985,7751,2008,1
6985,11241,2008,1
6985,7143,2008,1
6985,11595,2008,1
6985,10125,2008,1
6993,6852,2008,1
11094,11095,2008,1
11095,11096,2008,1
7002,6819,2008,1
7002,6852,2008,3
7002,6853,2008,1
7002,12774,2008,1
7002,6807,2008,1
7002,7044,2008,1
7002,7002,2008,1
7002,7326,2008,1
7002,9765,2008,1
7010,6904,2008,1
7010,7011,2008,1
7011,6805,2008,1
7016,11620,2008,1
7016,6852,2008,1
7016,7973,2008,1
7016,7805,2008,1
7020,6904,2008,1
7021,6853,2008,1
11120,6853,2008,1
7026,6825,2008,1
7034,6853,2008,1
11131,11129,2008,1
7037,6892,2008,1
7042,10178,2008,1
7042,9596,2008,1
7044,7045,2008,1
6839,6852,2008,1
7051,7051,2008,1
7052,7052,2008,1
11149,6896,2008,1
11152,6962,2008,1
7060,7061,2008,1
11692,6933,2008,1
7077,7078,2008,1
11176,6970,2008,1
7090,7212,2008,1
7090,6855,2008,1
7094,7095,2008,1
7099,6853,2008,1
7103,8240,2008,1
7128,6890,2008,1
7135,7472,2008,1
7135,7134,2008,1
7137,7615,2008,1
11241,7540,2008,1
7149,7150,2008,1
7157,7035,2008,1
7158,9232,2008,1
7158,12687,2008,1
7161,6792,2008,1
7161,8114,2008,1
7162,7543,2008,1
11265,11266,2008,1
8705,8706,2008,1
7177,6804,2008,1
11284,11285,2008,1
7191,7192,2008,1
11295,11296,2008,1
11296,11297,2008,1
12721,12722,2008,1
7218,12194,2008,1
8030,6829,2008,1
7228,10180,2008,1
7228,11526,2008,1
7231,7278,2008,1
11335,7345,2008,1
7253,7002,2008,1
7255,8090,2008,1
7262,6933,2008,1
11364,12419,2008,1
7273,9122,2008,1
7273,7157,2008,1
7273,7078,2008,1
11372,11373,2008,1
7278,6807,2008,1
11376,11377,2008,1
7281,7282,2008,1
7282,6816,2008,1
11386,11382,2008,1
7313,6961,2008,1
7313,7900,2008,1
7322,6853,2008,1
7326,9948,2008,1
7326,7559,2008,1
7332,9770,2008,1
7334,8571,2008,1
7345,6960,2008,1
7367,7134,2008,1
11468,6995,2008,1
7377,6824,2008,1
7377,7266,2008,1
7382,6792,2008,1
7382,7843,2008,1
7382,7423,2008,1
7394,7080,2008,1
7401,12049,2008,1
7401,7002,2008,1
7401,12348,2008,1
7405,6852,2008,1
7423,8344,2008,1
7436,7279,2008,1
11541,11542,2008,1
7456,6807,2008,1
7472,7723,2008,1
7472,6852,2008,1
7474,11958,2008,1
7476,11440,2008,1
7476,7137,2008,1
7490,8846,2008,1
9441,7504,2008,1
11599,11598,2008,1
11608,11609,2008,1
11634,7809,2008,1
7540,11237,2008,1
7548,10106,2008,1
7567,8949,2008,1
8090,8089,2008,1
11694,7900,2008,1
8781,6852,2008,1
11728,7090,2008,1
7635,6791,2008,1
11760,7800,2008,1
11770,6864,2008,1
11770,11770,2008,1
11782,11783,2008,1
11783,11784,2008,1
8108,8110,2008,1
7700,12636,2008,1
11805,10740,2008,1
11805,6791,2008,1
7723,6794,2008,1
11838,11839,2008,1
7747,7035,2008,1
11847,11850,2008,1
11852,7436,2008,1
7781,6792,2008,1
7783,6848,2008,1
7783,6853,2008,1
11892,7954,2008,1
7800,8199,2008,1
11902,7668,2008,1
7812,6848,2008,1
7080,7080,2008,1
7080,7156,2008,1
7852,12821,2008,1
11973,11974,2008,1
11976,11982,2008,1
7889,7890,2008,1
7894,8364,2008,1
7900,6928,2008,1
7900,6785,2008,1
7900,11507,2008,1
8826,6982,2008,1
7901,9176,2008,1
12006,9886,2008,1
12008,7401,2008,1
12029,6796,2008,1
6788,7808,2008,1
6788,7073,2008,1
6788,6962,2008,2
6788,7332,2008,1
6788,6855,2008,2
6788,6788,2008,2
6788,9615,2008,1
12070,12071,2008,1
7978,7751,2008,1
7980,6852,2008,1
7985,6803,2008,1
11069,11070,2008,1
12102,12100,2008,1
8025,8025,2008,1
8029,8030,2008,1
12133,10677,2008,1
8041,6933,2008,1
8049,12746,2008,1
8053,9449,2008,1
8055,8057,2008,1
12152,6826,2008,1
8057,8056,2008,1
12168,6807,2008,1
12170,7472,2008,1
12183,9470,2008,1
12186,6796,2008,1
8100,8100,2008,1
8117,8116,2008,1
6815,6961,2008,1
6815,9306,2008,1
6815,10243,2008,1
6815,7357,2008,1
6815,6897,2008,1
8124,8123,2008,1
12228,12227,2008,1
12233,12236,2008,1
8139,6800,2008,1
8139,10568,2008,1
8139,8139,2008,1
8139,12396,2008,1
9465,7853,2008,1
12242,6852,2008,1
8149,6904,2008,2
8149,11249,2008,1
8149,10699,2008,1
8157,7411,2008,1
12269,9150,2008,1
8178,6902,2008,1
8191,8192,2008,1
12287,12288,2008,1
8595,8596,2009,1
10254,10255,2009,1
8280,8281,2009,1
10334,10336,2009,1
10338,6804,2009,1
8891,8892,2009,1
8293,8294,2009,1
12396,6793,2009,1
12687,9553,2009,1
12650,6852,2009,1
10375,10376,2009,1
10381,7042,2009,1
8337,8338,2009,1
10396,10397,2009,1
8350,10308,2009,1
8387,6820,2009,1
8389,6835,2009,1
10273,9615,2009,1
10441,10442,2009,1
11623,11626,2009,1
10276,10277,2009,1
8911,8912,2009,1
8431,10247,2009,1
12329,6817,2009,1
10488,10489,2009,1
8441,8442,2009,1
12625,8202,2009,1
9261,6842,2009,1
8475,9309,2009,1
12575,12576,2009,1
10535,10536,2009,1
11718,12057,2009,1
12604,7255,2009,1
10577,10578,2009,1
7226,6853,2009,1
12641,7832,2009,1
8814,12660,2009,1
8562,6904,2009,1
12660,9554,2009,1
8938,7423,2009,1
12694,12695,2009,1
10993,6807,2009,1
8612,10184,2009,1
8616,8617,2009,1
12714,7068,2009,1
12359,12360,2009,1
8645,8646,2009,1
8646,8647,2009,1
8657,7033,2009,1
10257,6805,2009,1
12360,12361,2009,1
6908,8018,2009,1
12778,8597,2009,1
8685,8686,2009,1
8687,10935,2009,1
7859,6796,2009,1
7859,6853,2009,1
8703,8703,2009,1
8706,8707,2009,1
10315,7321,2009,1
10315,10854,2009,1
12833,12834,2009,1
10794,10795,2009,1
7520,9343,2009,1
8543,8542,2009,1
6864,11968,2009,1
12859,12860,2009,1
10342,10341,2009,1
8791,8114,2009,1
6837,7080,2009,1
6837,6897,2009,1
6837,6837,2009,1
6837,7310,2009,1
6837,10553,2009,1
8797,8800,2009,1
9090,9092,2009,1
10219,10125,2009,1
8637,8638,2009,1
10356,8251,2009,1
8820,8821,2009,1
8638,6962,2009,1
8638,10403,2009,1
6781,10560,2009,1
6781,6817,2009,1
6781,6853,2009,1
6781,6855,2009,1
6781,9896,2009,1
6781,6793,2009,1
6781,12522,2009,1
6781,6781,2009,2
6781,7080,2009,1
6781,6930,2009,1
6781,6935,2009,1
6781,9241,2009,1
6781,7548,2009,1
6781,7101,2009,1
6781,7134,2009,2
6782,6849,2009,1
6782,10418,2009,1
6782,6853,2009,1
6782,6792,2009,2
6782,6795,2009,2
6782,6782,2009,1
6933,6800,2009,1
6933,6801,2009,1
6933,12673,2009,1
6933,6933,2009,1
6933,11601,2009,1
6933,10840,2009,1
6933,6842,2009,1
6933,6970,2009,1
6784,6784,2009,1
6784,6800,2009,2
6784,6852,2009,1
6784,10502,2009,1
6784,8366,2009,1
6784,7135,2009,1
6785,7952,2009,1
6785,6785,2009,1
6785,12563,2009,1
6785,6853,2009,1
6785,6849,2009,1
6785,7208,2009,1
6785,9657,2009,1
6785,10509,2009,1
6786,6960,2009,1
6786,7145,2009,1
6786,7322,2009,1
6786,10213,2009,1
6787,7072,2009,1
6787,10876,2009,1
6787,6853,2009,3
6787,7718,2009,1
6787,6792,2009,2
6787,6809,2009,1
6787,6794,2009,1
6787,7068,2009,1
6788,6848,2009,1
6788,9328,2009,1
6788,6788,2009,2
6788,10229,2009,1
6788,7136,2009,1
6788,7201,2009,1
6788,7848,2009,1
6788,12702,2009,1
6788,9692,2009,1
6788,7406,2009,1
6788,10552,2009,1
6789,8096,2009,1
6789,6962,2009,1
6789,6789,2009,2
6789,7143,2009,1
6789,7128,2009,1
6789,7353,2009,1
6789,12378,2009,1
6789,10555,2009,1
6789,7100,2009,1
6789,10574,2009,1
6790,6784,2009,1
6790,6785,2009,1
6790,6852,2009,2
6790,6853,2009,1
6790,10577,2009,1
6790,6808,2009,1
6790,6794,2009,1
6791,10496,2009,1
6791,6848,2009,1
6791,10467,2009,1
6791,10468,2009,1
6791,6790,2009,1
6791,6791,2009,1
6791,6852,2009,2
6791,7438,2009,1
6791,7635,2009,1
6791,6804,2009,1
6791,12279,2009,1
6791,7476,2009,1
6791,6812,2009,1
6792,6792,2009,3
6792,10429,2009,1
6794,6848,2009,2
6794,6787,2009,1
6794,6852,2009,1
6794,6853,2009,2
6794,6792,2009,4
6794,7177,2009,1
6794,6794,2009,3
6794,7438,2009,1
6794,6799,2009,1
6794,10515,2009,1
6794,8846,2009,1
6794,7446,2009,1
6794,6807,2009,1
6794,7963,2009,1
6794,7068,2009,1
6794,9055,2009,1
6794,7137,2009,2
6794,6947,2009,1
6794,7460,2009,1
6794,7078,2009,1
6794,10279,2009,1
6794,7382,2009,1
6794,7132,2009,1
6794,9272,2009,1
6795,6978,2009,1
6795,6852,2009,2
6795,6853,2009,2
6795,6791,2009,1
6795,6792,2009,1
6795,6794,2009,1
6795,6795,2009,3
6795,6799,2009,1
6795,6931,2009,1
6795,6804,2009,1
6795,11950,2009,1
6795,9238,2009,1
6795,7064,2009,1
6795,8475,2009,1
6795,7388,2009,1
6795,7401,2009,1
6795,6956,2009,1
6795,10542,2009,1
6795,7599,2009,1
6795,8113,2009,1
6795,10549,2009,1
6795,6953,2009,1
6795,6904,2009,1
6795,11464,2009,1
6795,7231,2009,1
6795,7797,2009,1
6796,6792,2009,1
6796,7194,2009,1
6796,12187,2009,1
6796,7266,2009,1
6798,7792,2009,1
6798,6784,2009,1
6798,9810,2009,1
6798,7635,2009,2
6798,6852,2009,1
6798,7114,2009,1
6798,7532,2009,1
6798,6970,2009,1
6798,9758,2009,1
6800,6848,2009,1
6800,6787,2009,2
6800,8261,2009,1
6800,10602,2009,1
6800,6795,2009,1
6800,6800,2009,2
6800,10289,2009,1
6800,9332,2009,1
6800,10583,2009,1
6800,7002,2009,1
6800,12842,2009,1
6800,10558,2009,1
6801,6785,2009,1
6801,7002,2009,1
6801,6852,2009,1
6802,9696,2009,1
6802,7025,2009,1
6802,8114,2009,1
6802,6792,2009,1
6802,9402,2009,1
6802,7548,2009,1
6802,6941,2009,1
6804,6785,2009,1
6804,10571,2009,1
6804,8101,2009,1
6804,6790,2009,1
6804,7367,2009,1
6804,7178,2009,2
6804,10535,2009,1
6804,6800,2009,1
6804,7146,2009,1
6804,10546,2009,1
6804,6835,2009,1
6804,7188,2009,1
6804,7078,2009,1
6804,6804,2009,3
6804,10458,2009,1
6804,10579,2009,1
6804,7002,2009,1
6804,6853,2009,1
6805,7632,2009,1
6805,6882,2009,1
6805,6933,2009,1
6805,6853,2009,3
6805,7128,2009,1
6805,10874,2009,1
6805,11660,2009,1
6805,6782,2009,1
6805,10421,2009,1
6806,7088,2009,1
6806,6897,2009,1
6806,6851,2009,1
6806,6852,2009,1
6806,6853,2009,2
6806,6806,2009,1
6806,6795,2009,1
6806,6910,2009,1
6806,10334,2009,1
6807,6800,2009,1
6807,7249,2009,1
6807,7298,2009,1
6807,9771,2009,1
6807,6853,2009,1
6807,6790,2009,1
6807,6807,2009,3
6807,9287,2009,1
6807,7326,2009,1
6807,7423,2009,1
6808,6897,2009,1
6808,9813,2009,1
6808,7334,2009,2
6809,7632,2009,1
6809,6817,2009,1
6809,6821,2009,1
6809,7255,2009,1
6809,10537,2009,1
6809,7055,2009,1
6810,6785,2009,1
6810,7002,2009,1
6810,6852,2009,1
6810,8701,2009,1
6810,6799,2009,1
6812,9795,2009,1
6812,6852,2009,1
6812,6949,2009,1
6812,7016,2009,1
6812,7799,2009,1
6812,6896,2009,1
6812,6962,2009,1
6812,6995,2009,1
6812,8567,2009,1
6812,7460,2009,1
6812,7002,2009,2
6812,6853,2009,1
6814,6792,2009,1
6814,6852,2009,1
6814,6814,2009,1
6815,12528,2009,1
6815,6897,2009,1
6815,6787,2009,1
6815,7438,2009,1
6815,7016,2009,1
6815,7017,2009,1
6815,7002,2009,1
6815,10462,2009,1
6815,6815,2009,1
6816,12663,2009,1
6816,6855,2009,1
6817,6800,2009,1
6817,6784,2009,1
6817,12672,2009,1
6817,6852,2009,1
6817,6817,2009,2
6817,8696,2009,1
6817,7312,2009,1
6817,6972,2009,1
6818,9185,2009,1
6818,6818,2009,2
6818,7434,2009,2
6818,8053,2009,1
6818,6794,2009,1
6818,7345,2009,1
6818,7080,2009,1
6818,7698,2009,1
6818,6826,2009,1
6818,7627,2009,1
6818,6970,2009,1
6820,10512,2009,1
6820,7024,2009,1
6820,11874,2009,1
6820,6820,2009,1
6820,6792,2009,1
6820,7356,2009,1
6820,7546,2009,1
6820,6895,2009,1
6820,10540,2009,1
6820,10463,2009,1
6821,6820,2009,1
6821,6821,2009,1
6821,7334,2009,1
6821,6953,2009,1
6821,9138,2009,1
6821,7183,2009,1
6821,10448,2009,1
6821,6962,2009,1
6821,6804,2009,1
6821,6933,2009,1
6821,6935,2009,1
6821,10460,2009,1
6822,6817,2009,1
6822,6853,2009,1
6822,7526,2009,1
6822,7078,2009,1
6822,10504,2009,1
6822,6855,2009,1
6822,7134,2009,1
6826,6800,2009,1
6826,6849,2009,1
6826,6852,2009,1
6826,6853,2009,1
6826,12156,2009,1
6826,6826,2009,1
6826,7228,2009,1
6827,10498,2009,1
6827,6851,2009,1
6827,6933,2009,1
6827,7318,2009,1
6827,10457,2009,1
6827,6794,2009,1
6827,7389,2009,1
6827,9797,2009,1
6828,6930,2009,1
6828,10580,2009,1
6828,7274,2009,1
6828,10567,2009,1
6829,7105,2009,1
6829,6790,2009,1
6829,6892,2009,1
6829,8586,2009,1
6829,6795,2009,1
6829,6956,2009,1
6829,6897,2009,1
6829,7987,2009,1
6829,9367,2009,1
6829,6904,2009,1
6829,9948,2009,1
6829,7134,2009,1
6829,6783,2009,1
6830,9241,2009,1
6830,6853,2009,1
6830,6830,2009,1
8885,8886,2009,1
6842,6795,2009,1
6842,12135,2009,1
8892,8893,2009,1
6848,6848,2009,2
6848,6849,2009,1
6848,6852,2009,1
6848,8390,2009,1
6848,11046,2009,1
6848,7361,2009,1
6848,6824,2009,1
6848,12617,2009,1
6848,6930,2009,1
6848,10927,2009,1
6848,7952,2009,1
6848,7058,2009,1
6848,7253,2009,1
6848,8441,2009,1
6848,10267,2009,1
6849,7670,2009,1
6851,6806,2009,1
6852,6848,2009,2
6852,6849,2009,1
6852,6852,2009,1
6852,6794,2009,1
6852,7078,2009,1
6852,7079,2009,1
6852,6792,2009,1
6852,7626,2009,1
6852,8493,2009,1
6852,9647,2009,1
6852,6800,2009,1
6852,6930,2009,1
6852,11389,2009,1
6852,6933,2009,1
6852,7680,2009,1
6852,9271,2009,1
6852,7546,2009,1
6852,7197,2009,1
6852,10426,2009,1
6853,7024,2009,1
6853,6848,2009,1
6853,11010,2009,1
6853,6852,2009,1
6853,6853,2009,1
6853,6902,2009,1
6853,6807,2009,1
6853,10312,2009,1
6853,6855,2009,1
6853,11966,2009,1
6855,7002,2009,1
6855,7388,2009,1
6855,6853,2009,1
10956,10957,2009,1
10977,10976,2009,1
6882,7156,2009,1
6890,6890,2009,1
6891,7655,2009,1
6892,6800,2009,1
6894,6895,2009,1
6895,12620,2009,1
6896,7082,2009,1
6897,6809,2009,1
6897,6827,2009,1
6904,6791,2009,1
6905,8769,2009,1
6913,6914,2009,1
6910,9593,2009,1
11011,11013,2009,1
8971,8972,2009,1
10370,10371,2009,1
6929,7033,2009,1
6930,12496,2009,1
6930,8844,2009,1
6930,8524,2009,1
6930,6933,2009,1
11028,11342,2009,1
6811,12302,2009,1
6947,12827,2009,1
6954,7065,2009,1
6956,10968,2009,1
6956,7370,2009,1
6956,10692,2009,1
9005,9006,2009,1
6960,7053,2009,1
6960,6954,2009,1
6960,6853,2009,1
6960,9663,2009,1
6961,10367,2009,1
6962,11080,2009,1
6963,6899,2009,1
6963,9550,2009,1
10393,10394,2009,1
6833,6791,2009,1
9025,6933,2009,1
6979,8567,2009,1
6982,12481,2009,1
6982,9589,2009,1
6983,6984,2009,1
6985,7057,2009,1
6985,9133,2009,1
6985,6855,2009,1
8202,12628,2009,1
6995,11467,2009,1
8667,6853,2009,1
7002,7299,2009,1
7002,6852,2009,2
7002,6853,2009,2
7002,6952,2009,1
7002,10923,2009,1
7002,6799,2009,1
7002,7090,2009,1
7002,7381,2009,1
7002,10745,2009,1
7002,7002,2009,1
7002,12559,2009,1
7002,7292,2009,1
7009,7005,2009,1
6971,6933,2009,1
9508,6793,2009,1
7024,6970,2009,1
7024,7023,2009,1
12100,6809,2009,1
11132,11130,2009,1
7038,7039,2009,1
7042,7611,2009,1
7042,6853,2009,1
7659,7345,2009,1
9092,9089,2009,1
7055,6813,2009,1
7059,11940,2009,1
11156,11153,2009,1
9987,9984,2009,1
9115,7345,2009,1
7068,7980,2009,1
7068,8567,2009,1
7073,6808,2009,1
12647,12648,2009,1
7076,6849,2009,1
7078,6891,2009,1
7080,6952,2009,1
7080,7080,2009,1
7090,6961,2009,1
9374,6962,2009,1
6783,6848,2009,1
6783,7808,2009,1
6783,10434,2009,1
6783,6852,2009,1
6783,12761,2009,1
6783,7090,2009,1
6783,7757,2009,1
6783,6783,2009,1
7102,7103,2009,1
7104,9067,2009,1
9154,9155,2009,1
10742,7367,2009,1
10244,6970,2009,1
9377,6924,2009,1
11013,11015,2009,1
9171,9173,2009,1
9177,9178,2009,1
11229,11232,2009,1
7134,6822,2009,1
8699,7478,2009,1
12240,12242,2009,1
11237,7078,2009,1
7150,7151,2009,1
12799,12800,2009,1
7171,7172,2009,1
7177,7178,2009,1
7188,7135,2009,1
9237,6801,2009,1
9239,9240,2009,1
9244,9245,2009,1
8696,7688,2009,1
7207,6933,2009,1
7128,6791,2009,1
11317,11320,2009,1
9106,6834,2009,1
7231,6953,2009,1
7243,7244,2009,1
7247,7248,2009,1
7249,7250,2009,1
10539,10539,2009,1
10085,7401,2009,1
8368,8371,2009,1
7698,6783,2009,1
7278,6788,2009,1
7278,6807,2009,1
7279,6808,2009,1
7279,8594,2009,1
9328,6800,2009,1
7016,8560,2009,1
7016,7635,2009,1
7016,6904,2009,1
7016,12283,2009,1
7016,6830,2009,1
7016,6895,2009,1
12586,12587,2009,1
7298,10646,2009,1
7361,9958,2009,1
9357,9122,2009,1
11139,6853,2009,1
11905,6794,2009,1
10537,6853,2009,1
7326,7873,2009,1
7331,9547,2009,1
7332,10872,2009,1
7332,6930,2009,1
7332,6931,2009,1
7334,7212,2009,1
10560,6891,2009,1
9757,9758,2009,1
9392,9393,2009,1
7345,11936,2009,1
7345,10324,2009,1
7348,10325,2009,1
12831,7328,2009,1
9405,9103,2009,1
12683,7078,2009,1
11457,10412,2009,1
11810,11812,2009,1
7382,7266,2009,1
7382,8827,2009,1
11839,6812,2009,1
9441,6970,2009,1
9441,6956,2009,1
9441,6855,2009,2
9445,9446,2009,1
7377,8112,2009,1
6793,6848,2009,2
6793,12240,2009,1
6793,11939,2009,1
6793,6852,2009,2
6793,7750,2009,1
6793,6793,2009,3
6793,8139,2009,1
6793,6956,2009,1
6793,12243,2009,1
7401,6930,2009,1
7423,12667,2009,1
7723,7985,2009,1
10113,10114,2009,1
7438,9702,2009,1
9487,9488,2009,1
7809,7278,2009,1
7045,7046,2009,1
12134,6842,2009,1
11134,11135,2009,1
10887,10888,2009,1
7474,8006,2009,1
9532,6849,2009,1
9539,9540,2009,1
9551,9552,2009,1
9103,12000,2009,1
12305,12306,2009,1
9789,6853,2009,1
9593,9580,2009,1
7546,9740,2009,1
7546,7053,2009,1
7546,6814,2009,1
7546,7421,2009,1
11648,8841,2009,1
9606,6930,2009,1
7562,8114,2009,1
8429,8430,2009,1
7575,7576,2009,1
12409,12410,2009,1
11003,6970,2009,1
9648,9649,2009,1
8094,12320,2009,1
8094,6853,2009,1
11708,11710,2009,1
11233,11229,2009,1
7621,7623,2009,1
7757,6783,2009,1
11856,7080,2009,1
7034,7321,2009,1
11517,11517,2009,1
7670,7024,2009,1
9723,9724,2009,1
9724,7615,2009,1
7677,10880,2009,1
10894,6985,2009,1
7680,8183,2009,1
7266,6789,2009,1
7894,6904,2009,1
7894,6818,2009,1
12258,7562,2009,1
10294,6809,2009,1
9762,8447,2009,1
11812,11813,2009,1
11818,6960,2009,1
7724,6782,2009,1
9774,10528,2009,1
9774,11061,2009,1
11987,9225,2009,1
9791,6917,2009,1
11844,11845,2009,1
7751,7255,2009,1
7853,7490,2009,1
11859,11860,2009,1
11874,6892,2009,1
7783,6781,2009,1
11884,11885,2009,1
9838,10355,2009,1
10515,10516,2009,1
7797,8025,2009,1
7800,8841,2009,1
12223,7162,2009,1
7625,12345,2009,1
7817,6852,2009,1
7828,7829,2009,1
12161,6899,2009,1
11205,7137,2009,1
11961,11962,2009,1
11509,6886,2009,1
12333,12334,2009,1
12723,6848,2009,1
10189,10192,2009,1
7895,7896,2009,1
7900,7216,2009,1
7900,6882,2009,1
7900,6852,2009,1
7900,6855,2009,2
7900,7900,2009,1
7900,7901,2009,1
11999,9103,2009,1
9170,9588,2009,1
8489,6788,2009,1
11564,11565,2009,1
12038,6795,2009,1
7943,7284,2009,1
7943,12605,2009,1
7948,7948,2009,1
12589,7423,2009,1
9176,9177,2009,1
10002,10003,2009,1
7955,7955,2009,1
12074,12075,2009,1
12077,12074,2009,1
7987,7246,2009,1
12086,6853,2009,1
12473,12472,2009,1
10549,6852,2009,1
7137,6961,2009,1
10828,10826,2009,1
12601,6933,2009,1
6799,7201,2009,1
6799,6794,2009,1
12262,12263,2009,1
12135,12136,2009,1
12765,12766,2009,1
6803,6852,2009,1
6803,7157,2009,1
6803,12749,2009,1
10101,10098,2009,1
10278,7367,2009,1
11391,11392,2009,1
10130,10131,2009,1
8090,6817,2009,1
9199,6962,2009,1
12189,12190,2009,1
8096,6930,2009,1
12194,12195,2009,1
8112,10327,2009,1
10148,9602,2009,1
10090,7688,2009,1
8114,9633,2009,1
8114,8114,2009,1
8114,12257,2009,1
8114,10329,2009,1
8116,6852,2009,1
10910,10911,2009,1
10166,10167,2009,1
8863,8866,2009,1
12220,9987,2009,1
11595,7158,2009,1
8866,7727,2009,1
8142,8143,2009,1
6819,6827,2009,1
6819,10444,2009,1
6819,7078,2009,1
6819,6970,2009,1
6819,10441,2009,1
6819,7546,2009,1
6819,6863,2009,1
6819,7548,2009,1
6819,7213,2009,1
6819,8766,2009,1
6819,9631,2009,1
10204,10207,2009,1
8159,6930,2009,1
7504,6956,2009,1
10210,8461,2009,1
8167,8168,2009,1
6824,6804,2009,1
6824,6933,2009,1
6824,6830,2009,1
8181,8181,2009,1
6825,12838,2009,1
6825,8006,2009,1
6825,6933,2009,1
6825,10310,2009,1
6825,6825,2009,1
6825,7594,2009,1
6825,8699,2009,1
6825,7068,2009,1
6825,7102,2009,1
8199,8198,2010,1
12322,12323,2010,1
9569,12527,2010,1
12334,12337,2010,1
8250,8251,2010,1
8258,8261,2010,1
12371,12373,2010,1
10938,11257,2010,1
12387,12386,2010,1
8303,8304,2010,1
12402,12396,2010,1
8307,6812,2010,1
8321,8322,2010,1
12427,12428,2010,1
12431,12432,2010,1
8338,7266,2010,1
12435,12436,2010,1
12456,12457,2010,1
12690,12692,2010,1
8371,8370,2010,1
8375,8384,2010,1
10271,10270,2010,1
12320,11818,2010,1
8389,7567,2010,1
8390,8391,2010,1
8412,10810,2010,1
6827,7232,2010,1
6827,6827,2010,1
6827,9619,2010,1
6827,6852,2010,1
6827,6949,2010,1
6827,7481,2010,1
6827,6792,2010,1
6827,7364,2010,1
6827,9639,2010,1
12518,12520,2010,1
12528,9894,2010,1
8433,8434,2010,1
8442,6783,2010,1
8450,6804,2010,1
8456,6800,2010,1
12555,12555,2010,1
8474,8475,2010,1
8486,12681,2010,1
8493,6892,2010,3
12595,12596,2010,1
11467,6853,2010,1
6830,11040,2010,1
6830,8548,2010,1
12609,12610,2010,1
12628,12626,2010,1
8535,8534,2010,1
12648,8139,2010,1
8572,6853,2010,1
8577,8578,2010,1
8586,9404,2010,1
8600,8601,2010,1
12702,12703,2010,1
10925,10926,2010,1
12708,6953,2010,1
8617,8619,2010,1
12733,12734,2010,1
12744,9847,2010,1
12746,7053,2010,1
8658,6960,2010,1
6908,7914,2010,2
6908,10347,2010,1
8701,8670,2010,1
8712,8713,2010,1
8713,6790,2010,1
12812,7033,2010,1
12376,12377,2010,1
12825,9156,2010,1
8743,8749,2010,1
12294,6882,2010,1
8763,8764,2010,1
8772,6795,2010,1
8785,8786,2010,1
8786,8787,2010,1
9665,9666,2010,1
6937,6930,2010,1
12298,12300,2010,1
8907,8857,2010,1
8915,8825,2010,1
8949,8950,2010,1
8954,8955,2010,1
6956,8564,2010,1
6956,6933,2010,1
6956,7078,2010,1
8972,8973,2010,1
6846,12492,2010,1
9006,9007,2010,1
12425,12427,2010,1
8839,8841,2010,1
9055,10520,2010,1
8336,8530,2010,1
9067,6853,2010,1
12442,7980,2010,1
9122,9122,2010,1
9138,10230,2010,1
9138,9190,2010,1
9143,9144,2010,1
9163,12616,2010,1
8357,8358,2010,1
9190,9191,2010,1
9193,9194,2010,1
6995,6849,2010,1
9214,9215,2010,1
9225,9226,2010,1
9225,6853,2010,1
9241,9665,2010,1
9446,6972,2010,1
10421,10421,2010,1
9283,10439,2010,1
9289,6933,2010,1
9291,9292,2010,1
9292,6807,2010,1
9304,9305,2010,1
9309,7386,2010,1
9388,7016,2010,1
12774,12775,2010,1
9409,9410,2010,1
9423,6807,2010,1
9443,9444,2010,1
11274,11275,2010,1
9449,8053,2010,1
9460,7024,2010,1
9493,6962,2010,1
8192,8195,2010,1
9518,7332,2010,1
9527,9528,2010,1
9541,7438,2010,1
9575,9576,2010,1
12626,12627,2010,1
9616,6853,2010,1
8878,6970,2010,1
9642,9643,2010,1
9645,7873,2010,1
12460,6960,2010,1
9596,6853,2010,2
9676,9677,2010,1
9678,6804,2010,1
9681,9682,2010,1
9683,9681,2010,1
9696,6802,2010,1
7078,12130,2010,1
7078,7787,2010,1
7078,11239,2010,1
11507,11506,2010,1
7143,6962,2010,1
8447,9763,2010,1
12190,9813,2010,1
9737,9738,2010,1
9744,6904,2010,1
9748,8567,2010,1
9765,6852,2010,1
6872,6870,2010,1
9953,7386,2010,1
9852,11018,2010,1
9852,9851,2010,1
10536,6804,2010,1
10011,8911,2010,1
10042,12365,2010,1
10552,7055,2010,1
10098,10099,2010,1
10114,10115,2010,1
10121,10116,2010,1
10127,7075,2010,1
10133,10134,2010,1
10165,9687,2010,1
7158,9126,2010,1
7158,8334,2010,1
