From,To,Year,Weight
6791,6852,2004,2
6791,7254,2004,1
6791,7078,2004,1
6791,7751,2004,1
6791,7228,2004,1
6791,7068,2004,1
6791,7950,2004,1
6791,6933,2004,1
6792,7900,2004,1
6792,9283,2004,1
6792,7828,2004,1
6792,7326,2004,1
6793,6848,2004,2
6793,6852,2004,1
6793,6933,2004,3
6793,7894,2004,1
6793,11175,2004,1
6793,9544,2004,1
6793,6823,2004,1
6793,7980,2004,1
6793,6781,2004,1
6794,7137,2004,1
6794,6787,2004,1
6794,7332,2004,1
6794,6853,2004,1
6794,7367,2004,1
6794,12778,2004,1
6794,7723,2004,1
6794,9516,2004,1
6794,6800,2004,1
6794,6933,2004,1
6794,9175,2004,1
6794,7255,2004,1
6794,8475,2004,1
6794,7073,2004,1
6794,12757,2004,1
6795,6848,2004,2
6795,7266,2004,1
6795,6852,2004,2
6795,6949,2004,1
6795,7751,2004,1
6795,8937,2004,1
6795,12724,2004,1
6795,6795,2004,1
6795,7394,2004,1
6795,6799,2004,1
6795,6961,2004,1
6795,8023,2004,1
6795,9300,2004,1
6795,6933,2004,3
6795,8629,2004,1
6795,12343,2004,1
6795,7444,2004,1
6795,6962,2004,1
6795,12732,2004,1
6795,6853,2004,2
6797,7156,2004,1
6798,6848,2004,1
6798,12642,2004,1
6798,6963,2004,1
6798,9446,2004,1
6798,7255,2004,1
6798,6924,2004,1
6798,7102,2004,1
6799,6817,2004,1
6799,6795,2004,1
6800,9441,2004,1
6800,6882,2004,1
6800,9411,2004,1
6800,7173,2004,1
6800,6826,2004,1
6800,9163,2004,1
6800,8208,2004,1
6800,7153,2004,1
6800,12690,2004,1
6800,12052,2004,1
6800,12629,2004,1
6800,6905,2004,1
6800,7002,2004,1
6800,6908,2004,1
6800,6781,2004,1
6800,6853,2004,2
10898,10899,2004,1
8643,8644,2004,1
6804,6800,2004,2
6804,6930,2004,1
6804,6852,2004,2
6804,6933,2004,1
6804,12296,2004,1
6804,6794,2004,2
6804,8475,2004,1
6804,6892,2004,1
6804,12701,2004,1
6804,8526,2004,1
6804,7261,2004,1
6805,9360,2004,1
6805,6805,2004,1
6805,12183,2004,1
6805,7016,2004,1
6805,7401,2004,1
6805,7180,2004,1
6805,12764,2004,1
6805,6783,2004,1
6806,6848,2004,2
6806,7266,2004,1
6806,6852,2004,1
6806,7016,2004,1
6806,6781,2004,1
6806,8911,2004,1
6807,8210,2004,1
6807,6852,2004,1
6807,12630,2004,1
6807,6807,2004,2
6807,6794,2004,1
6807,11612,2004,1
6808,11408,2004,1
6808,7010,2004,1
6808,6783,2004,1
6810,12680,2004,1
6810,6953,2004,1
6810,6813,2004,1
6812,7152,2004,1
6812,6800,2004,1
6812,6788,2004,1
6812,10181,2004,1
6812,7724,2004,1
6812,7540,2004,1
6812,6852,2004,1
6812,6812,2004,3
6814,6848,2004,2
6814,9569,2004,1
6814,7540,2004,1
6814,6853,2004,1
6815,7016,2004,1
6815,8206,2004,1
6816,6816,2004,1
6816,9362,2004,1
6816,12684,2004,1
6818,6848,2004,1
6818,12657,2004,1
6818,8450,2004,1
6818,8883,2004,1
6818,7540,2004,2
6818,6853,2004,2
6818,9332,2004,1
6818,7962,2004,1
6818,6818,2004,1
6819,7016,2004,2
6819,6844,2004,1
6819,7204,2004,1
6819,6997,2004,1
6819,9270,2004,1
8869,7060,2004,1
6822,6785,2004,1
6822,7282,2004,1
6823,11530,2004,1
6823,10211,2004,1
6823,6795,2004,1
6823,10038,2004,1
6823,6823,2004,1
10920,6904,2004,1
6825,7481,2004,1
6825,7080,2004,1
6825,6825,2004,2
6825,6807,2004,1
6825,7261,2004,1
6825,12735,2004,1
6827,7345,2004,1
6827,8197,2004,1
6827,6933,2004,1
6828,12615,2004,1
6829,6848,2004,1
6829,6802,2004,1
6829,6933,2004,1
6829,8149,2004,1
6829,9433,2004,1
6829,6904,2004,1
6829,7353,2004,1
6829,7724,2004,1
6829,11173,2004,1
6830,6816,2004,1
6830,9131,2004,1
8879,7002,2004,1
8881,8149,2004,1
8883,12424,2004,1
6836,6962,2004,1
6837,6934,2004,1
12405,9886,2004,1
6852,12067,2004,1
6852,6876,2004,1
6852,9735,2004,1
10949,8208,2004,1
6855,11914,2004,1
6855,6933,2004,1
10954,10958,2004,1
6868,11499,2004,1
6873,6872,2004,1
6873,10864,2004,1
8922,8920,2004,1
11223,6794,2004,1
8927,6935,2004,1
8929,6892,2004,1
6882,6790,2004,1
6886,8174,2004,1
6886,8094,2004,1
6892,9135,2004,1
6897,8938,2004,1
6897,8639,2004,1
8659,8658,2004,1
6905,7783,2004,1
6910,7345,2004,1
6910,7162,2004,1
8966,7382,2004,1
6928,6960,2004,1
8977,8978,2004,1
6933,7080,2004,1
6933,6848,2004,2
6933,6795,2004,1
6933,7180,2004,1
6960,10141,2004,1
6960,6853,2004,1
6953,8704,2004,1
6953,8650,2004,1
6953,6786,2004,1
6953,9599,2004,1
6956,7837,2004,1
11056,11053,2004,1
6962,9117,2004,1
9012,9347,2004,1
9031,9032,2004,1
6985,6848,2004,1
6985,7143,2004,1
6985,9907,2004,1
6985,10111,2004,1
6993,7900,2004,1
7002,8049,2004,1
6848,6848,2004,3
6848,6801,2004,1
6848,6993,2004,1
9059,9060,2004,1
11119,6930,2004,1
11138,8937,2004,1
11148,6960,2004,1
9103,7401,2004,1
12101,12102,2004,1
9028,6961,2004,1
11162,11162,2004,1
10942,10949,2004,1
7055,12028,2004,1
7080,9304,2004,1
11180,11181,2004,1
7090,6853,2004,1
9167,9168,2004,1
7128,8320,2004,1
11225,11226,2004,1
9196,6994,2004,1
9204,9205,2004,1
11253,11252,2004,1
7158,10930,2004,1
8703,8703,2004,1
11442,7002,2004,1
9278,6848,2004,1
12470,12471,2004,1
11339,11340,2004,1
11347,10700,2004,1
7255,6809,2004,1
7266,6795,2004,1
8379,8378,2004,1
7948,6930,2004,1
9404,8041,2004,1
7278,7476,2004,1
11375,11376,2004,1
9329,6985,2004,1
11379,9103,2004,1
9353,6817,2004,1
12141,12140,2004,1
9360,6805,2004,1
9366,6829,2004,1
11416,11417,2004,1
7334,6800,2004,1
12145,6827,2004,1
11433,6960,2004,1
11437,7946,2004,1
7345,12737,2004,1
7345,7078,2004,1
11453,11459,2004,1
11454,11453,2004,1
11459,11457,2004,1
7377,7943,2004,1
11483,6804,2004,1
11484,11483,2004,1
7395,9404,2004,1
11496,7615,2004,1
11504,6933,2004,1
11561,11562,2004,1
7476,12498,2004,1
7476,11805,2004,1
11575,6852,2004,1
11587,6856,2004,1
11298,11299,2004,1
11644,6904,2004,1
9599,7016,2004,1
9610,9611,2004,1
7567,8741,2004,1
11696,11697,2004,1
9661,9662,2004,1
7615,7255,2004,1
7624,6904,2004,1
11743,11742,2004,1
11944,11945,2004,1
7678,6795,2004,1
7680,10163,2004,1
7695,7025,2004,1
11796,11794,2004,1
11803,8108,2004,1
7723,7037,2004,1
7727,8117,2004,1
11832,11829,2004,1
7743,8041,2004,1
9795,11844,2004,1
7751,7472,2004,1
11853,11852,2004,1
9826,6960,2004,1
11896,11897,2004,1
9856,7348,2004,1
11949,6930,2004,1
7879,9384,2004,1
11979,11976,2004,1
7887,7888,2004,1
7900,6853,2004,1
12010,6795,2004,1
9976,9977,2004,1
9977,9978,2004,1
7932,7931,2004,1
9982,11108,2004,1
9985,9986,2004,1
9995,8108,2004,1
12061,10885,2004,1
7474,6826,2004,1
7474,9996,2004,1
12081,6928,2004,1
12096,8096,2004,1
7483,7483,2004,1
7483,11646,2004,1
6801,6786,2004,1
6801,6804,2004,1
6801,6933,2004,1
6801,10950,2004,1
6801,12621,2004,1
6802,6805,2004,1
6802,7762,2004,1
6802,6924,2004,1
6802,9773,2004,1
6802,6815,2004,1
8048,7002,2004,1
8069,8070,2004,1
10119,10120,2004,1
8073,11380,2004,1
12171,12170,2004,1
10124,6985,2004,1
12174,6960,2004,1
6809,12593,2004,1
6809,6815,2004,1
6809,7743,2004,1
8088,6837,2004,1
8094,8070,2004,1
8096,6848,2004,1
8096,6804,2004,1
8108,6812,2004,1
6813,9220,2004,1
12216,12217,2004,1
7156,12116,2004,1
6817,6817,2004,1
6817,6844,2004,1
6817,6933,2004,1
12238,12232,2004,1
8143,9754,2004,1
6821,7345,2004,1
6821,8114,2004,1
6821,6963,2004,1
6821,9366,2004,1
6821,6807,2004,1
6821,12154,2004,1
6821,12571,2004,1
6821,7698,2004,1
6824,7747,2004,1
12278,12277,2004,1
6833,6833,2005,1
12309,12310,2005,1
12326,12327,2005,1
8201,7615,2005,1
8272,8391,2005,1
11188,6866,2005,1
6848,7332,2005,1
6848,8836,2005,1
6848,6853,2005,1
6848,7990,2005,1
6848,6985,2005,1
6848,12220,2005,1
6848,7082,2005,1
6848,7436,2005,1
6848,7002,2005,1
6848,6910,2005,1
6848,6933,2005,1
12310,6792,2005,1
12426,8560,2005,1
8350,6873,2005,1
8351,10675,2005,1
8208,11972,2005,1
8373,8374,2005,1
10735,10736,2005,1
12484,7783,2005,1
8389,7212,2005,1
8391,12612,2005,1
8393,6985,2005,2
12498,6928,2005,1
11642,9293,2005,1
6827,6930,2005,1
6827,6852,2005,1
6827,7080,2005,1
6827,7092,2005,1
6827,6827,2005,2
6827,7279,2005,1
8231,8232,2005,1
10492,10493,2005,1
12547,12548,2005,1
12568,7002,2005,1
12585,12586,2005,1
12593,6904,2005,1
8555,6855,2005,1
8937,11145,2005,1
12680,8486,2005,1
12685,7158,2005,1
12706,12708,2005,1
12716,12717,2005,1
12732,7388,2005,1
12737,12738,2005,1
8650,8651,2005,1
6904,11116,2005,1
8953,8954,2005,1
8675,6890,2005,1
10748,10749,2005,1
9303,6797,2005,1
8717,8716,2005,1
6837,6852,2005,1
10784,6815,2005,1
8741,6800,2005,1
8741,8742,2005,1
10930,10929,2005,1
8761,8765,2005,1
8780,8782,2005,1
10864,11624,2005,1
7273,7273,2005,1
7273,12557,2005,1
6781,6848,2005,2
6781,9538,2005,1
6781,6853,2005,2
6781,6855,2005,1
6781,8329,2005,1
6781,6794,2005,1
6781,7042,2005,1
6781,12304,2005,1
6781,6933,2005,1
6781,7255,2005,1
6781,7128,2005,1
6781,10212,2005,1
6781,9374,2005,1
6781,7908,2005,1
6781,6823,2005,1
6781,6890,2005,1
6781,7980,2005,1
6781,6781,2005,3
6781,6900,2005,2
6781,8567,2005,1
6781,7037,2005,1
6781,7102,2005,1
6782,7201,2005,1
6782,6853,2005,1
6782,12646,2005,1
6782,7212,2005,1
6782,7100,2005,1
6782,9774,2005,1
6784,6848,2005,1
6784,8488,2005,1
6784,12650,2005,1
6784,7364,2005,1
6784,6853,2005,1
6785,6848,2005,1
6785,6785,2005,2
6785,7365,2005,1
6785,6935,2005,1
6785,7483,2005,1
6785,11917,2005,1
6785,7326,2005,2
6785,6933,2005,1
6786,6816,2005,1
6786,6848,2005,1
6786,6852,2005,1
6786,6933,2005,1
6786,7894,2005,1
6786,10215,2005,1
6786,7002,2005,1
6786,6956,2005,1
6786,7102,2005,1
6786,9487,2005,1
6787,9457,2005,1
6787,6947,2005,1
6787,6852,2005,1
6787,7548,2005,1
6787,12209,2005,1
6787,9532,2005,1
6787,7162,2005,1
6787,6892,2005,1
6787,6781,2005,1
6787,7103,2005,1
6788,9239,2005,1
6788,7927,2005,1
6789,9448,2005,1
6789,7345,2005,1
6789,6789,2005,1
6789,6933,2005,1
6789,8488,2005,1
6790,7264,2005,1
6790,6852,2005,1
6790,6853,2005,1
6790,7016,2005,1
6790,7405,2005,1
6790,6824,2005,1
6790,6933,2005,1
6790,9558,2005,1
6790,7161,2005,1
6790,6810,2005,1
6790,7100,2005,1
6790,6782,2005,1
6791,6848,2005,1
6791,6784,2005,1
6791,6795,2005,1
6791,6852,2005,3
6791,6917,2005,1
6791,12755,2005,1
6791,6791,2005,1
6791,6855,2005,1
6791,9358,2005,1
6791,12771,2005,1
6791,7635,2005,1
6791,6933,2005,3
6791,12535,2005,1
6791,6963,2005,2
6791,7228,2005,1
6791,12733,2005,1
6791,6853,2005,1
6792,9516,2005,1
6793,7090,2005,1
6793,6853,2005,1
6793,7326,2005,1
6793,7978,2005,1
6793,6814,2005,1
6793,6956,2005,2
6793,11357,2005,1
6793,8078,2005,1
6794,9409,2005,1
6794,6853,2005,1
6794,7135,2005,1
6794,9537,2005,1
6794,7080,2005,1
6794,6794,2005,1
6794,6799,2005,1
6794,6897,2005,1
6794,6933,2005,2
6794,7158,2005,1
6794,9272,2005,1
6794,6810,2005,2
6794,9115,2005,1
6794,6812,2005,1
6794,7002,2005,1
6794,12309,2005,1
6796,8307,2005,1
6797,6960,2005,1
6798,9571,2005,1
6799,9417,2005,1
6799,7255,2005,1
6799,6933,2005,1
6799,9289,2005,1
6799,6983,2005,1
6800,10240,2005,1
6800,9313,2005,1
6800,6852,2005,2
6800,6853,2005,2
6800,6855,2005,1
6800,7080,2005,1
6800,7050,2005,1
6800,9419,2005,1
6800,12236,2005,1
6800,7016,2005,1
6800,8078,2005,1
6800,8015,2005,1
6800,6897,2005,1
6800,9138,2005,1
6800,7556,2005,1
6800,9596,2005,1
6800,6794,2005,2
6802,9433,2005,1
6802,6963,2005,1
6802,11913,2005,1
6804,6785,2005,1
6804,9539,2005,1
6804,9188,2005,1
6804,6821,2005,1
6804,7078,2005,1
6804,12693,2005,1
6804,12572,2005,1
6804,6794,2005,1
6804,6795,2005,3
6804,6800,2005,1
6804,7025,2005,1
6804,6853,2005,2
6804,6804,2005,2
6804,6933,2005,1
6804,7900,2005,1
6804,11485,2005,1
6804,6910,2005,1
6804,7135,2005,1
6805,7014,2005,1
6805,6960,2005,1
6805,7747,2005,1
6805,12644,2005,1
6805,6805,2005,2
6805,9462,2005,1
6805,9415,2005,1
6805,7382,2005,1
6805,11259,2005,1
6805,9502,2005,1
6805,9509,2005,1
6806,7152,2005,1
6806,6946,2005,1
6806,6851,2005,1
6806,6852,2005,1
6806,6853,2005,1
6806,8486,2005,1
6806,7943,2005,1
6806,7016,2005,1
6806,7692,2005,1
6806,9452,2005,1
6806,8560,2005,1
6806,8488,2005,1
6806,6963,2005,1
6806,6837,2005,1
6806,6806,2005,1
6806,11849,2005,1
6806,6781,2005,1
6806,6993,2005,1
6806,7253,2005,1
6807,9505,2005,1
6807,9378,2005,1
6807,9299,2005,1
6807,6853,2005,1
6807,12742,2005,1
6807,10209,2005,1
6807,9545,2005,1
6807,6826,2005,1
6807,9239,2005,1
6807,6798,2005,1
6807,7055,2005,1
6807,6897,2005,1
6807,10163,2005,1
6807,7636,2005,1
6807,6807,2005,1
6807,7002,2005,2
6807,12477,2005,1
6807,9566,2005,1
6809,7472,2005,1
6809,6800,2005,1
6809,12538,2005,1
6810,6786,2005,1
6810,6853,2005,1
6810,6810,2005,1
6810,7128,2005,1
6810,9289,2005,1
6810,6794,2005,1
6810,11642,2005,1
6810,9293,2005,1
6810,7562,2005,1
6810,9581,2005,1
6812,6817,2005,1
6812,6962,2005,1
6812,12318,2005,1
6812,6855,2005,1
6812,7002,2005,1
6812,6812,2005,1
6812,12706,2005,1
6812,6846,2005,1
6816,7273,2005,1
6816,7231,2005,1
6816,6813,2005,1
6816,7894,2005,1
6816,9359,2005,1
6817,6805,2005,1
6817,9425,2005,1
6817,9490,2005,1
6817,6852,2005,1
6817,7893,2005,1
6817,6806,2005,1
6817,6952,2005,1
6817,7035,2005,1
6817,6802,2005,1
6817,9445,2005,1
6818,6848,2005,1
6818,6851,2005,1
6818,6852,2005,1
6818,6963,2005,1
6818,9496,2005,1
6818,8937,2005,1
6818,7562,2005,1
6818,7615,2005,1
6818,8638,2005,1
6818,6975,2005,1
6819,7016,2005,1
6819,8612,2005,1
6819,6853,2005,1
6820,7080,2005,1
6820,7002,2005,1
6820,6802,2005,1
6821,6848,2005,1
6821,9377,2005,1
6821,6962,2005,1
6821,6963,2005,1
6821,11786,2005,1
6821,7143,2005,1
6821,6794,2005,1
6821,9010,2005,1
6822,9497,2005,1
6822,8350,2005,1
6822,6977,2005,1
6825,6896,2005,1
6825,6848,2005,1
6825,7010,2005,1
6825,6853,2005,1
6825,6886,2005,1
6825,12713,2005,1
6826,6819,2005,1
6826,9422,2005,1
6826,11167,2005,1
6829,6864,2005,1
6829,8097,2005,1
6829,7026,2005,1
6829,7027,2005,1
6829,6852,2005,1
6829,6793,2005,1
6829,8041,2005,1
6829,7559,2005,1
6829,7615,2005,1
6830,6853,2005,1
6830,6886,2005,1
8888,11424,2005,1
8888,6930,2005,1
10938,7568,2005,1
6852,6800,2005,1
6852,6882,2005,1
6852,6852,2005,2
6852,6853,2005,2
6852,10889,2005,1
6852,12012,2005,1
6852,8094,2005,1
6853,6800,2005,1
10950,6853,2005,1
6855,6852,2005,1
6855,11694,2005,1
8994,8995,2005,1
9336,9337,2005,1
11385,11386,2005,1
6873,7332,2005,1
6892,6800,2005,1
6892,7090,2005,1
6892,6853,2005,1
6892,11766,2005,1
6892,6892,2005,1
6892,6783,2005,1
8943,8660,2005,1
6897,9197,2005,1
8946,6855,2005,1
12414,12415,2005,1
11000,6956,2005,1
6905,8741,2005,1
6906,7218,2005,1
7978,7978,2005,1
7978,11199,2005,1
6910,11912,2005,1
6910,9323,2005,1
8961,6962,2005,1
9345,9346,2005,1
6930,6785,2005,1
6933,6962,2005,1
6933,7900,2005,1
6933,6853,2005,2
6933,6985,2005,1
6933,12460,2005,1
6933,6805,2005,1
6946,8240,2005,1
6953,10000,2005,1
6953,6785,2005,1
6954,11827,2005,1
11051,11052,2005,1
6956,7273,2005,1
6960,8776,2005,1
9020,6824,2005,1
6975,8860,2005,1
6985,9330,2005,2
6985,7143,2005,1
7328,7372,2005,1
9042,9044,2005,1
9043,9042,2005,1
6997,7478,2005,1
6998,6999,2005,1
7002,6852,2005,1
11407,6804,2005,1
11461,11462,2005,1
9056,9057,2005,1
11111,11114,2005,1
7016,12645,2005,1
7394,11475,2005,1
7394,12651,2005,1
11115,6904,2005,1
9073,9074,2005,1
11123,11126,2005,1
11125,11122,2005,1
11126,11127,2005,1
11127,11128,2005,1
7042,7157,2005,1
12581,7677,2005,1
9113,7101,2005,1
9119,9120,2005,1
9120,6975,2005,2
7073,7073,2005,1
7078,8475,2005,1
11196,6960,2005,1
9135,9136,2005,1
9137,7173,2005,1
8691,7321,2005,1
7326,7706,2005,1
7326,6804,2005,1
6783,7042,2005,1
6783,6819,2005,1
6783,6852,2005,1
6783,6853,2005,1
6783,8070,2005,1
6783,7016,2005,1
6783,6797,2005,1
6783,7310,2005,1
6783,6991,2005,1
6783,6932,2005,1
6783,6933,2005,1
6783,7255,2005,1
6783,6813,2005,1
6783,6783,2005,3
7101,6794,2005,1
9151,9152,2005,1
9152,9153,2005,1
7122,7121,2005,1
11219,7472,2005,1
7124,7125,2005,1
7128,10784,2005,1
7128,6890,2005,1
7128,6853,2005,1
12452,12453,2005,1
10944,9774,2005,1
12308,7042,2005,1
7137,6853,2005,1
9186,7322,2005,1
11771,11773,2005,1
7143,7548,2005,1
7143,10893,2005,1
7152,7255,2005,1
7156,8488,2005,1
7162,7438,2005,1
9218,6848,2005,1
7173,9138,2005,1
9234,9235,2005,1
11292,11293,2005,1
7212,10004,2005,1
7228,9172,2005,1
7231,7334,2005,1
9300,6842,2005,1
7266,7002,2005,1
11370,8317,2005,1
7278,8593,2005,1
7278,12118,2005,1
7279,7279,2005,1
9330,6821,2005,1
12344,7625,2005,1
11403,10469,2005,1
9356,9357,2005,1
12042,6853,2005,1
11122,11123,2005,1
7345,6928,2005,1
7345,11335,2005,1
9400,9401,2005,1
12111,6848,2005,1
7382,6947,2005,1
9454,7377,2005,1
9473,9477,2005,1
9505,7345,2005,1
11562,6820,2005,1
11826,6954,2005,1
7476,7035,2005,1
9537,6792,2005,1
8843,12513,2005,1
9585,7052,2005,1
7543,8236,2005,1
8426,8427,2005,1
9598,11941,2005,1
8427,8428,2005,1
9604,9606,2005,1
11678,7158,2005,1
9632,6802,2005,1
7613,7612,2005,1
9662,6960,2005,1
11374,11372,2005,1
11729,11730,2005,1
7659,6795,2005,1
11780,11777,2005,1
10493,10487,2005,1
7080,9128,2005,1
7080,6794,2005,1
7080,12619,2005,1
7080,6852,2005,1
7080,8862,2005,1
11167,6790,2005,1
11781,11782,2005,1
9735,9736,2005,1
11794,11798,2005,1
11183,6800,2005,1
11808,11805,2005,1
7723,6794,2005,1
9774,10946,2005,1
7743,9354,2005,1
7747,6830,2005,1
7753,6935,2005,1
7756,7757,2005,1
7762,9365,2005,1
9832,7622,2005,1
11882,11883,2005,1
9857,11009,2005,1
11914,8687,2005,1
7824,10289,2005,1
7824,8250,2005,1
7824,12077,2005,1
11953,8344,2005,1
11964,6853,2005,1
11972,11973,2005,1
11983,11984,2005,1
7888,7889,2005,1
11995,11994,2005,1
7900,7137,2005,1
7900,7474,2005,1
7900,8667,2005,1
7900,7090,2005,1
11557,11556,2005,1
11900,11902,2005,1
9978,9979,2005,1
12028,12029,2005,1
9982,6933,2005,1
9986,9987,2005,1
12037,12038,2005,1
7945,7946,2005,1
12045,8373,2005,1
7962,7367,2005,1
12067,6852,2005,1
7987,6791,2005,1
6795,7490,2005,1
6795,9987,2005,1
6795,6852,2005,1
6795,6998,2005,1
6795,6956,2005,1
6795,8329,2005,1
6795,6794,2005,1
6795,6795,2005,3
6795,6800,2005,1
6795,8722,2005,1
6795,9300,2005,1
6795,6933,2005,1
6795,10198,2005,1
6795,7002,2005,1
6795,6940,2005,1
6795,6813,2005,1
6795,6853,2005,2
6795,6817,2005,1
6795,7266,2005,1
6795,7051,2005,1
6795,6949,2005,1
6795,6892,2005,1
6795,6930,2005,1
6795,9906,2005,1
6795,6985,2005,1
6795,6906,2005,1
6795,6910,2005,1
6795,6783,2005,2
12112,6848,2005,1
8022,8024,2005,1
12533,8139,2005,1
6801,9213,2005,1
10092,10096,2005,1
10094,10092,2005,1
8049,8050,2005,1
6803,6803,2005,1
6803,9413,2005,1
6803,9542,2005,1
6803,7078,2005,1
6803,9465,2005,1
6803,6956,2005,1
6803,8070,2005,1
10105,7548,2005,1
12154,12151,2005,1
8070,7401,2005,2
6808,6846,2005,1
6808,6807,2005,1
12180,12181,2005,1
8096,7156,2005,1
8105,8108,2005,1
12206,12204,2005,1
6814,6960,2005,1
6814,9546,2005,1
6814,11391,2005,1
6814,7002,2005,1
6814,11255,2005,1
12217,6848,2005,1
6815,7016,2005,1
6815,6897,2005,1
6815,6980,2005,1
6815,7382,2005,1
6815,10785,2005,1
12224,6960,2005,1
8138,7137,2005,1
8149,11667,2005,1
10202,10201,2005,1
12252,12253,2005,1
8158,8155,2005,1
12255,7011,2005,1
10211,6823,2005,1
8168,7153,2005,1
6823,7401,2005,1
6823,6853,2005,1
6823,6830,2005,1
6823,7853,2005,1
10921,10922,2005,1
12291,12290,2006,1
12332,6962,2006,1
12355,7262,2006,1
12357,12358,2006,1
8547,9543,2006,1
12389,7401,2006,1
12651,12652,2006,1
8332,6812,2006,1
8347,8348,2006,1
12645,6970,2006,1
8378,8375,2006,1
12486,8986,2006,1
8387,8388,2006,1
8419,11805,2006,1
6828,9437,2006,1
12553,7901,2006,1
8460,8465,2006,1
7556,6853,2006,1
8475,6803,2006,1
8475,12683,2006,1
7368,12609,2006,1
8486,8487,2006,1
8519,8520,2006,1
12629,7632,2006,1
12631,12632,2006,1
12632,12633,2006,1
12646,6864,2006,1
8556,6792,2006,1
8556,12357,2006,1
8741,11770,2006,1
8560,9886,2006,1
12151,12153,2006,1
11050,7060,2006,1
11538,11539,2006,1
11674,6852,2006,1
11231,9029,2006,1
12717,7377,2006,1
8624,8623,2006,1
8628,8979,2006,1
10958,10955,2006,1
11679,11680,2006,1
8639,8636,2006,1
9222,9223,2006,1
8272,12301,2006,1
10137,6802,2006,1
10736,10737,2006,1
10749,10149,2006,1
12633,12634,2006,1
8704,8705,2006,1
7723,7732,2006,1
11338,7002,2006,1
12826,6947,2006,1
10786,6904,2006,1
10675,7401,2006,1
10805,11633,2006,1
7266,7986,2006,1
7266,7228,2006,1
7266,6853,2006,1
12046,12047,2006,1
10839,6933,2006,1
10000,9999,2006,1
10685,8006,2006,1
10864,10179,2006,1
6782,6848,2006,1
6782,6785,2006,1
6782,7797,2006,1
6782,6799,2006,1
6782,6782,2006,1
6782,6853,2006,1
6783,6848,2006,2
6783,6946,2006,1
6783,8547,2006,1
6783,6852,2006,1
6783,6933,2006,2
6783,9591,2006,1
6783,9544,2006,1
6783,6922,2006,1
6783,6827,2006,1
6783,8700,2006,1
6783,6853,2006,2
6785,6848,2006,3
6785,7016,2006,1
6785,6787,2006,1
6785,6852,2006,3
6785,7080,2006,1
6785,6906,2006,2
6785,6956,2006,1
6785,9279,2006,1
6786,6852,2006,1
6786,7020,2006,1
6786,6830,2006,1
6786,8366,2006,1
6787,6848,2006,1
6787,6816,2006,1
6787,6787,2006,1
6787,6852,2006,1
6787,6853,2006,2
6787,6790,2006,1
6787,7081,2006,1
6787,6794,2006,1
6787,6801,2006,1
6787,12212,2006,1
6787,7076,2006,1
6787,7099,2006,1
6789,6848,2006,1
6789,7377,2006,1
6789,6962,2006,1
6789,6852,2006,1
6789,7894,2006,1
6789,6986,2006,2
6789,7328,2006,1
6790,6864,2006,1
6790,12785,2006,1
6790,6882,2006,1
6790,11859,2006,1
6790,6853,2006,2
6790,6790,2006,1
6790,7162,2006,1
6790,12447,2006,1
6790,12819,2006,1
6790,6805,2006,1
6791,6848,2006,2
6791,6817,2006,1
6791,6946,2006,1
6791,6852,2006,1
6791,6853,2006,1
6791,6791,2006,2
6791,7080,2006,1
6791,6963,2006,1
6791,7134,2006,1
6791,10168,2006,1
6791,6867,2006,1
6791,7253,2006,1
6791,6904,2006,1
6791,7321,2006,1
6791,7548,2006,1
6791,12829,2006,1
6791,6910,2006,2
6791,12853,2006,1
6792,9436,2006,1
6792,9573,2006,1
6792,7135,2006,1
6793,6800,2006,1
6793,7472,2006,1
6793,6962,2006,1
6793,7075,2006,1
6793,6933,2006,1
6793,7382,2006,1
6793,11530,2006,1
6793,6892,2006,1
6793,6946,2006,1
6795,6848,2006,1
6795,7051,2006,1
6795,6852,2006,2
6795,6853,2006,4
6795,6790,2006,2
6795,12551,2006,1
6795,6795,2006,3
6795,7952,2006,1
6795,8722,2006,1
6795,6787,2006,1
6795,6933,2006,1
6795,8023,2006,1
6795,7002,2006,1
6795,6814,2006,1
6795,7137,2006,1
6795,7394,2006,2
6795,12434,2006,1
6795,7783,2006,1
6795,6892,2006,1
6795,6829,2006,1
6795,7025,2006,1
6795,6803,2006,1
6795,6900,2006,1
6795,6997,2006,1
6797,6962,2006,1
6797,6797,2006,1
6797,6933,2006,1
6798,11718,2006,1
6798,7102,2006,1
6798,6806,2006,1
6798,7080,2006,1
6798,9625,2006,1
6798,7117,2006,1
6798,6798,2006,1
6799,9587,2006,1
6799,6947,2006,1
6799,9847,2006,1
6800,10829,2006,1
6800,6852,2006,3
6800,6853,2006,1
6800,6791,2006,1
6800,6906,2006,1
6800,8139,2006,1
6800,6892,2006,1
6800,6823,2006,1
6800,6829,2006,1
6800,7345,2006,1
6800,9138,2006,1
6800,8723,2006,1
6800,6964,2006,1
6800,7859,2006,1
6800,7002,2006,1
6800,7548,2006,1
6800,7034,2006,1
6800,7134,2006,1
6801,9105,2006,1
6801,6852,2006,1
6801,9774,2006,1
6801,6904,2006,1
6801,8378,2006,1
6801,7326,2006,1
6802,7137,2006,1
6802,6802,2006,1
6802,6804,2006,1
6802,6853,2006,1
6802,12823,2006,1
6802,7016,2006,1
6802,12826,2006,1
6803,6804,2006,1
6803,7010,2006,1
6803,10851,2006,1
6803,7060,2006,1
6803,7097,2006,1
6803,6785,2006,1
6803,7092,2006,1
6803,6852,2006,1
